"id" ,"cliente"                     ,"valor_pago" ,"produto"             ,"data_pagamento" ,"status_entrega"
 864 ,"João Aparecida"              ,     3257    ,"Utensílio Doméstico" ,"2023-06-20"     ,"Cancelado"
 868 ,"Bruna Cavalcante"            ,     1411.3  ,"Ferramenta"          ,"2021-12-25"     ,"Cancelado"
 869 ,"Ana Sophia Jesus"            ,     4697.74 ,"Utensílio Doméstico" ,"2020-09-16"     ,"Extraviado"
 870 ,"Dra. Ana Cecília da Luz"     ,     2070.41 ,"Ferramenta"          ,"2019-01-12"     ,"Devolvido"
 871 ,"Eduarda Farias"              ,     2387.07 ,"Ferramenta"          ,"2020-01-12"     ,"Em Devolução"
 872 ,"Isabel Pacheco"              ,     3908.3  ,"Brinquedo"           ,"2022-04-17"     ,"Extraviado"
 873 ,"Arthur Gabriel Ramos"        ,     3930.09 ,"Ferramenta"          ,"2022-04-04"     ,"Cancelado"
 874 ,"Rafael Nogueira"             ,     3983.24 ,"Brinquedo"           ,"2022-12-13"     ,"Em Devolução"
 875 ,"Lívia Ferreira"              ,     2914.38 ,"Ferramenta"          ,"2021-03-11"     ,"Entregue"
 876 ,"Otto Fonseca"                ,     1903.15 ,"Utensílio Doméstico" ,"2020-02-12"     ,"Em Devolução"
 877 ,"Matheus Teixeira"            ,     2774.17 ,"Utensílio Doméstico" ,"2022-08-07"     ,"Devolvido"
 879 ,"Maria Júlia Castro"          ,     1857.61 ,"Ferramenta"          ,"2019-12-04"     ,"Em Devolução"
 880 ,"Maria Helena Macedo"         ,     1770.46 ,"Ferramenta"          ,"2023-12-18"     ,"Extraviado"
 881 ,"Dra. Hadassa da Cunha"       ,     3804.27 ,"Ferramenta"          ,"2019-05-19"     ,"Entregue"
 882 ,"Alexandre da Rosa"           ,     4074.71 ,"Brinquedo"           ,"2024-06-19"     ,"Extraviado"
 883 ,"Srta. Beatriz Cassiano"      ,     3739.95 ,"Ferramenta"          ,"2020-07-02"     ,"Em Devolução"
 884 ,"Jade Moreira"                ,     4617.89 ,"Utensílio Doméstico" ,"2024-06-01"     ,"Extraviado"
 885 ,"Luna Nascimento"             ,     2677    ,"Brinquedo"           ,"2023-05-15"     ,"Extraviado"
 886 ,"Nicole Campos"               ,     3507.18 ,"Utensílio Doméstico" ,"2020-07-03"     ,"Devolvido"
 887 ,"Dr. José Silveira"           ,     2470.11 ,"Brinquedo"           ,"2020-09-16"     ,"Extraviado"
 888 ,"Sophie Almeida"              ,     4994.15 ,"Utensílio Doméstico" ,"2021-12-31"     ,"Em Devolução"
 889 ,"Sophie Montenegro"           ,     3096.7  ,"Ferramenta"          ,"2020-03-20"     ,"Devolvido"
 890 ,"Nicolas Silveira"            ,     1706.03 ,"Ferramenta"          ,"2019-03-21"     ,"Devolvido"
 891 ,"Oliver Novais"               ,     3870.3  ,"Utensílio Doméstico" ,"2019-07-07"     ,"Em Devolução"
 892 ,"Apollo Alves"                ,     2610.77 ,"Ferramenta"          ,"2021-12-15"     ,"Em Devolução"
 893 ,"Yasmin Ferreira"             ,     1906.31 ,"Ferramenta"          ,"2022-04-18"     ,"Em Devolução"
 894 ,"Melina Novais"               ,     1135.71 ,"Brinquedo"           ,"2023-06-19"     ,"Devolvido"
 895 ,"Sra. Ester Pastor"           ,     2977.06 ,"Ferramenta"          ,"2023-07-12"     ,"Extraviado"
 896 ,"Maria Alice Costela"         ,     1267.02 ,"Ferramenta"          ,"2020-11-05"     ,"Devolvido"
 897 ,"Henry Brito"                 ,     3202.39 ,"Ferramenta"          ,"2019-12-29"     ,"Em Devolução"
 901 ,"Samuel Fernandes"            ,     1103.59 ,"Brinquedo"           ,"2023-04-04"     ,"Devolvido"
 902 ,"Srta. Ana Clara Fonseca"     ,     1853.89 ,"Brinquedo"           ,"2024-07-13"     ,"Entregue"
 903 ,"Matteo Nascimento"           ,     2750.01 ,"Brinquedo"           ,"2022-11-25"     ,"Cancelado"
 904 ,"Aylla das Neves"             ,     2009.45 ,"Utensílio Doméstico" ,"2024-05-13"     ,"Em Devolução"
 905 ,"Cecilia Casa Grande"         ,     1834.35 ,"Ferramenta"          ,"2019-05-20"     ,"Cancelado"
 906 ,"Sr. Augusto Alves"           ,     3681.26 ,"Brinquedo"           ,"2021-12-08"     ,"Em Devolução"
 907 ,"Vinicius Aragão"             ,     4787.31 ,"Utensílio Doméstico" ,"2019-11-02"     ,"Em Devolução"
 908 ,"Catarina Nunes"              ,     4249.82 ,"Ferramenta"          ,"2020-07-19"     ,"Entregue"
 909 ,"Luiz Henrique Cardoso"       ,     1329.19 ,"Ferramenta"          ,"2024-04-15"     ,"Extraviado"
 910 ,"Sr. Lucas Caldeira"          ,     2156.91 ,"Ferramenta"          ,"2024-04-16"     ,"Extraviado"
 912 ,"Maria Clara Cirino"          ,     1739.76 ,"Brinquedo"           ,"2023-08-16"     ,"Cancelado"
 913 ,"Olívia Guerra"               ,     3113.44 ,"Utensílio Doméstico" ,"2021-06-05"     ,"Extraviado"
 914 ,"Caleb Leão"                  ,     1613.51 ,"Ferramenta"          ,"2024-02-16"     ,"Extraviado"
 915 ,"Marina Rios"                 ,     1937.38 ,"Utensílio Doméstico" ,"2021-12-15"     ,"Entregue"
 916 ,"Clara Lima"                  ,     3658.33 ,"Utensílio Doméstico" ,"2023-11-10"     ,"Entregue"
 917 ,"Evelyn da Mata"              ,     2580.04 ,"Brinquedo"           ,"2019-06-07"     ,"Devolvido"
 918 ,"Ravi Lucca Duarte"           ,     2614.04 ,"Utensílio Doméstico" ,"2021-03-06"     ,"Devolvido"
 919 ,"Manuela da Cruz"             ,     4973.65 ,"Utensílio Doméstico" ,"2019-12-22"     ,"Em Devolução"
 922 ,"Sra. Emanuella Borges"       ,     3577.94 ,"Utensílio Doméstico" ,"2022-12-19"     ,"Devolvido"
 923 ,"João Gabriel Fogaça"         ,     2702.97 ,"Brinquedo"           ,"2022-12-22"     ,"Cancelado"
 924 ,"Daniel Garcia"               ,     1547.87 ,"Brinquedo"           ,"2020-12-06"     ,"Devolvido"
 925 ,"Dr. Lucas Gabriel Teixeira"  ,     4760.78 ,"Brinquedo"           ,"2024-03-08"     ,"Em Devolução"
 926 ,"Kevin Porto"                 ,     4392.04 ,"Ferramenta"          ,"2020-02-13"     ,"Extraviado"
 927 ,"Eduarda Melo"                ,     3963.55 ,"Brinquedo"           ,"2024-10-01"     ,"Devolvido"
 928 ,"Vinicius da Luz"             ,     1429.42 ,"Brinquedo"           ,"2024-05-18"     ,"Em Devolução"
 929 ,"Benjamim Garcia"             ,     4501.24 ,"Utensílio Doméstico" ,"2023-06-19"     ,"Extraviado"
 930 ,"Nicole Mendonça"             ,     4872.92 ,"Brinquedo"           ,"2022-12-24"     ,"Em Devolução"
 931 ,"Srta. Ana Laura Camargo"     ,     4364.9  ,"Brinquedo"           ,"2019-11-28"     ,"Cancelado"
 932 ,"Nathan Pereira"              ,     2735.33 ,"Ferramenta"          ,"2024-05-08"     ,"Em Devolução"
 933 ,"Bruno Oliveira"              ,     3801.26 ,"Utensílio Doméstico" ,"2022-06-26"     ,"Cancelado"
 935 ,"Milena Sampaio"              ,     4276.57 ,"Ferramenta"          ,"2020-08-07"     ,"Devolvido"
 936 ,"Sr. Nathan da Luz"           ,     3708.79 ,"Brinquedo"           ,"2024-05-10"     ,"Em Devolução"
 937 ,"Enrico Silveira"             ,     4137.17 ,"Utensílio Doméstico" ,"2019-07-07"     ,"Devolvido"
 938 ,"Stephany Vargas"             ,     3409.7  ,"Ferramenta"          ,"2021-02-22"     ,"Em Devolução"
 940 ,"Raul Araújo"                 ,     2566.27 ,"Brinquedo"           ,"2019-11-03"     ,"Em Devolução"
 941 ,"Theo Câmara"                 ,     2337.47 ,"Utensílio Doméstico" ,"2024-07-29"     ,"Extraviado"
 942 ,"Davi Lucas Teixeira"         ,     1234.07 ,"Utensílio Doméstico" ,"2021-08-21"     ,"Cancelado"
 943 ,"Luiz Miguel Sá"              ,     3408.87 ,"Brinquedo"           ,"2020-05-07"     ,"Entregue"
 944 ,"Sr. Guilherme da Costa"      ,     1814.02 ,"Ferramenta"          ,"2022-09-13"     ,"Cancelado"
 945 ,"Dr. Luigi Pastor"            ,     2739.37 ,"Ferramenta"          ,"2024-11-04"     ,"Em Devolução"
 946 ,"Sofia Ribeiro"               ,     1500.12 ,"Ferramenta"          ,"2024-04-07"     ,"Entregue"
 948 ,"João Gabriel Costa"          ,     4551.54 ,"Brinquedo"           ,"2022-01-01"     ,"Devolvido"
 949 ,"Srta. Luana Macedo"          ,     4277.38 ,"Utensílio Doméstico" ,"2020-01-17"     ,"Extraviado"
 951 ,"Ísis Sousa"                  ,     1055.9  ,"Brinquedo"           ,"2022-12-14"     ,"Entregue"
 952 ,"Luiza Pereira"               ,     1398.8  ,"Ferramenta"          ,"2023-10-11"     ,"Extraviado"
 953 ,"Lucas Monteiro"              ,     2608.18 ,"Ferramenta"          ,"2019-11-14"     ,"Extraviado"
 954 ,"Dra. Amanda Sousa"           ,     3704.46 ,"Ferramenta"          ,"2021-11-21"     ,"Devolvido"
 956 ,"Davi Miguel Teixeira"        ,     2889.24 ,"Utensílio Doméstico" ,"2024-03-23"     ,"Entregue"
 957 ,"Lorenzo das Neves"           ,     1596.42 ,"Ferramenta"          ,"2023-01-02"     ,"Devolvido"
 958 ,"Benicio Teixeira"            ,     3830.91 ,"Ferramenta"          ,"2020-05-18"     ,"Em Devolução"
 959 ,"Luiz Miguel Gomes"           ,     2396.69 ,"Ferramenta"          ,"2024-12-01"     ,"Entregue"
 961 ,"Srta. Heloisa Nunes"         ,     2582.92 ,"Ferramenta"          ,"2019-01-17"     ,"Em Devolução"
 965 ,"Dr. Samuel Farias"           ,     2675.62 ,"Brinquedo"           ,"2023-11-08"     ,"Extraviado"
 968 ,"Anthony Gabriel Cunha"       ,     2926.45 ,"Utensílio Doméstico" ,"2024-01-17"     ,"Devolvido"
 969 ,"Sra. Letícia Guerra"         ,     2215.02 ,"Ferramenta"          ,"2021-07-27"     ,"Cancelado"
 970 ,"Dra. Caroline Cavalcanti"    ,     3396.01 ,"Ferramenta"          ,"2021-11-11"     ,"Devolvido"
 971 ,"Gael Barbosa"                ,     3964.53 ,"Ferramenta"          ,"2024-03-19"     ,"Cancelado"
 972 ,"Theodoro Montenegro"         ,     4903.39 ,"Brinquedo"           ,"2019-12-25"     ,"Entregue"
 973 ,"Ryan Campos"                 ,     4876.13 ,"Ferramenta"          ,"2021-11-20"     ,"Em Devolução"
 974 ,"Pedro Henrique Cirino"       ,     2637.94 ,"Brinquedo"           ,"2019-09-12"     ,"Entregue"
 977 ,"Giovanna Ramos"              ,     2021.7  ,"Utensílio Doméstico" ,"2021-02-25"     ,"Cancelado"
 978 ,"Calebe Garcia"               ,     4398.7  ,"Brinquedo"           ,"2021-12-05"     ,"Devolvido"
 980 ,"Laura Brito"                 ,     3101.76 ,"Utensílio Doméstico" ,"2019-11-04"     ,"Entregue"
 981 ,"Gabriel Silva"               ,     1227.48 ,"Brinquedo"           ,"2019-10-13"     ,"Extraviado"
 982 ,"Sra. Kamilly Vieira"         ,     4615.04 ,"Brinquedo"           ,"2023-01-21"     ,"Entregue"
 983 ,"Pietro Santos"               ,     2476.11 ,"Brinquedo"           ,"2021-01-06"     ,"Devolvido"
 984 ,"Caleb Gonçalves"             ,     4238.47 ,"Ferramenta"          ,"2019-01-26"     ,"Em Devolução"
 986 ,"Dr. Davi Farias"             ,     3449.02 ,"Brinquedo"           ,"2019-05-24"     ,"Cancelado"
 987 ,"Sabrina da Rosa"             ,     4528    ,"Brinquedo"           ,"2020-06-20"     ,"Em Devolução"
 988 ,"Srta. Manuella Farias"       ,     4974.04 ,"Utensílio Doméstico" ,"2020-01-06"     ,"Extraviado"
 989 ,"João Guilherme Marques"      ,     3290.02 ,"Utensílio Doméstico" ,"2019-01-14"     ,"Extraviado"
 990 ,"Eduarda Casa Grande"         ,     2034.33 ,"Brinquedo"           ,"2023-05-29"     ,"Extraviado"
 992 ,"Srta. Maria Julia da Mata"   ,     2680.9  ,"Utensílio Doméstico" ,"2021-10-22"     ,"Extraviado"
 993 ,"Nathan Alves"                ,     1814.62 ,"Utensílio Doméstico" ,"2023-11-08"     ,"Em Devolução"
 994 ,"Brenda Cardoso"              ,     4393.27 ,"Ferramenta"          ,"2023-11-03"     ,"Cancelado"
 995 ,"Lucas da Rosa"               ,     3731.2  ,"Brinquedo"           ,"2022-08-22"     ,"Em Devolução"
 997 ,"Oliver Alves"                ,     4690.85 ,"Brinquedo"           ,"2020-10-16"     ,"Cancelado"
 998 ,"Emanuel Barros"              ,     3775.27 ,"Utensílio Doméstico" ,"2021-07-11"     ,"Entregue"
 999 ,"Milena Nascimento"           ,     3444.05 ,"Utensílio Doméstico" ,"2022-11-06"     ,"Entregue"
1001 ,"Mariah Aparecida"            ,     4237.67 ,"Ferramenta"          ,"2020-07-21"     ,"Entregue"
1002 ,"Raquel Guerra"               ,     1368.69 ,"Utensílio Doméstico" ,"2024-07-04"     ,"Extraviado"
1003 ,"Rhavi Fogaça"                ,     2084.18 ,"Ferramenta"          ,"2022-07-02"     ,"Extraviado"
1004 ,"Thiago Carvalho"             ,     1854.44 ,"Brinquedo"           ,"2020-09-09"     ,"Devolvido"
1006 ,"Clara das Neves"             ,     3130.01 ,"Ferramenta"          ,"2019-08-05"     ,"Devolvido"
1007 ,"Lucas Melo"                  ,     4915.65 ,"Utensílio Doméstico" ,"2022-05-11"     ,"Em Devolução"
1008 ,"Dr. Levi Pimenta"            ,     1619.72 ,"Utensílio Doméstico" ,"2022-11-04"     ,"Entregue"
1009 ,"Yuri Mendes"                 ,     4504.31 ,"Utensílio Doméstico" ,"2021-08-27"     ,"Cancelado"
1010 ,"Joana Araújo"                ,     2413.5  ,"Brinquedo"           ,"2023-10-30"     ,"Cancelado"
1011 ,"Alice Borges"                ,     2227.44 ,"Utensílio Doméstico" ,"2023-04-26"     ,"Em Devolução"
1012 ,"Agatha Pimenta"              ,     4836.37 ,"Ferramenta"          ,"2021-12-17"     ,"Extraviado"
1013 ,"Sr. Luan Santos"             ,     4340.02 ,"Ferramenta"          ,"2024-03-22"     ,"Entregue"
1014 ,"Henry da Costa"              ,     4044.64 ,"Utensílio Doméstico" ,"2023-10-27"     ,"Entregue"
1016 ,"Dr. Cauê da Rosa"            ,     3098.3  ,"Ferramenta"          ,"2022-04-22"     ,"Em Devolução"
1017 ,"Srta. Lívia Nogueira"        ,     3678.37 ,"Utensílio Doméstico" ,"2020-03-21"     ,"Entregue"
1018 ,"Laura Macedo"                ,     1036.23 ,"Utensílio Doméstico" ,"2019-07-20"     ,"Em Devolução"
1019 ,"Luiza Oliveira"              ,     1269.22 ,"Brinquedo"           ,"2020-06-14"     ,"Devolvido"
1020 ,"Gabriel Cirino"              ,     2295.05 ,"Brinquedo"           ,"2019-03-14"     ,"Cancelado"
1021 ,"Joana Melo"                  ,     4387.93 ,"Ferramenta"          ,"2019-06-01"     ,"Entregue"
1022 ,"Caroline Cassiano"           ,     1577.09 ,"Ferramenta"          ,"2024-07-16"     ,"Entregue"
1023 ,"Vitor Hugo Rodrigues"        ,     2782.46 ,"Utensílio Doméstico" ,"2021-05-07"     ,"Em Devolução"
1024 ,"Dra. Kamilly Moreira"        ,     4822.81 ,"Utensílio Doméstico" ,"2023-11-14"     ,"Devolvido"
1025 ,"Otto Pacheco"                ,     2979.32 ,"Ferramenta"          ,"2020-08-25"     ,"Entregue"
1026 ,"Maria Alice Barros"          ,     3021.81 ,"Ferramenta"          ,"2020-12-11"     ,"Cancelado"
1027 ,"Ryan Pastor"                 ,     2920.69 ,"Ferramenta"          ,"2022-10-12"     ,"Em Devolução"
1028 ,"Joaquim Almeida"             ,     1028.02 ,"Brinquedo"           ,"2023-05-22"     ,"Entregue"
1029 ,"Henry Freitas"               ,     3102.59 ,"Utensílio Doméstico" ,"2023-10-07"     ,"Cancelado"
1030 ,"Dr. Bento Brito"             ,     2435    ,"Brinquedo"           ,"2023-09-12"     ,"Em Devolução"
1031 ,"Srta. Ana Clara Oliveira"    ,     4396.17 ,"Brinquedo"           ,"2022-10-21"     ,"Entregue"
1032 ,"Ana Sophia Alves"            ,     4501.05 ,"Utensílio Doméstico" ,"2019-09-30"     ,"Extraviado"
1033 ,"Dante Gonçalves"             ,     4205.54 ,"Utensílio Doméstico" ,"2019-07-20"     ,"Cancelado"
1034 ,"Arthur Miguel Pereira"       ,     2656.77 ,"Brinquedo"           ,"2019-02-17"     ,"Em Devolução"
1035 ,"Davi Mendes"                 ,     4485.69 ,"Utensílio Doméstico" ,"2020-04-06"     ,"Extraviado"
1036 ,"Antônio Nogueira"            ,     2940.51 ,"Ferramenta"          ,"2021-07-21"     ,"Extraviado"
1037 ,"José Pedro Azevedo"          ,     3335.2  ,"Utensílio Doméstico" ,"2020-04-28"     ,"Cancelado"
1039 ,"Theodoro Martins"            ,     2483.58 ,"Utensílio Doméstico" ,"2019-03-28"     ,"Cancelado"
1040 ,"Matteo Costa"                ,     4240.88 ,"Brinquedo"           ,"2020-07-23"     ,"Entregue"
1041 ,"Sra. Eloá Sampaio"           ,     3684.3  ,"Brinquedo"           ,"2023-01-13"     ,"Em Devolução"
1042 ,"Emanuel Castro"              ,     1923.09 ,"Brinquedo"           ,"2021-01-20"     ,"Cancelado"
1043 ,"Dante Peixoto"               ,     2188.04 ,"Brinquedo"           ,"2024-07-11"     ,"Entregue"
1044 ,"Emanuella Albuquerque"       ,     3937.28 ,"Utensílio Doméstico" ,"2021-10-30"     ,"Em Devolução"
1046 ,"Isis Cassiano"               ,     3050.64 ,"Brinquedo"           ,"2022-05-13"     ,"Entregue"
1048 ,"Srta. Ísis da Mota"          ,     4167.42 ,"Brinquedo"           ,"2019-10-23"     ,"Extraviado"
1050 ,"Sr. Leonardo Gomes"          ,     3066.97 ,"Brinquedo"           ,"2023-06-28"     ,"Em Devolução"
1051 ,"Anna Liz Abreu"              ,     3618.76 ,"Ferramenta"          ,"2022-07-26"     ,"Em Devolução"
1052 ,"Sra. Eduarda da Costa"       ,     3663.06 ,"Brinquedo"           ,"2020-05-03"     ,"Entregue"
1053 ,"Maria Flor Santos"           ,     2766.75 ,"Utensílio Doméstico" ,"2024-04-02"     ,"Entregue"
1054 ,"Maria Vitória Andrade"       ,     4195.92 ,"Brinquedo"           ,"2021-05-31"     ,"Em Devolução"
1056 ,"Enzo Machado"                ,     2236.74 ,"Brinquedo"           ,"2019-05-20"     ,"Devolvido"
1057 ,"Srta. Melissa Moura"         ,     2388.94 ,"Utensílio Doméstico" ,"2024-04-22"     ,"Entregue"
1058 ,"Agatha Andrade"              ,     3526.68 ,"Ferramenta"          ,"2021-12-19"     ,"Em Devolução"
1059 ,"Ravi Lucca Aragão"           ,     1374.65 ,"Utensílio Doméstico" ,"2023-11-08"     ,"Extraviado"
1060 ,"Esther Novaes"               ,     4207.8  ,"Utensílio Doméstico" ,"2024-12-29"     ,"Em Devolução"
1061 ,"Antonella Silveira"          ,     3518.72 ,"Brinquedo"           ,"2019-10-13"     ,"Entregue"
1062 ,"Murilo Rocha"                ,     3964.38 ,"Brinquedo"           ,"2021-07-03"     ,"Em Devolução"
1063 ,"Heitor Albuquerque"          ,     1777.33 ,"Ferramenta"          ,"2023-04-21"     ,"Entregue"
1064 ,"Vinícius Pimenta"            ,     3024.28 ,"Ferramenta"          ,"2019-08-03"     ,"Em Devolução"
1066 ,"Carlos Eduardo Melo"         ,     4510.48 ,"Utensílio Doméstico" ,"2024-02-14"     ,"Cancelado"
1067 ,"Anna Liz Almeida"            ,     3279.77 ,"Ferramenta"          ,"2020-08-24"     ,"Cancelado"
1069 ,"Manuella Camargo"            ,     2343.98 ,"Brinquedo"           ,"2024-03-25"     ,"Cancelado"
1070 ,"Antony Aparecida"            ,     3721.18 ,"Utensílio Doméstico" ,"2019-03-31"     ,"Cancelado"
1072 ,"Sr. Thales Silva"            ,     3089.66 ,"Utensílio Doméstico" ,"2022-11-12"     ,"Cancelado"
1073 ,"Maya Freitas"                ,     2992.36 ,"Utensílio Doméstico" ,"2024-03-24"     ,"Devolvido"
1075 ,"Davi Miguel Cassiano"        ,     3767.58 ,"Utensílio Doméstico" ,"2020-08-17"     ,"Entregue"
1078 ,"Lavínia Fonseca"             ,     1955.38 ,"Utensílio Doméstico" ,"2021-05-14"     ,"Devolvido"
1079 ,"Caroline da Rocha"           ,     4385.23 ,"Brinquedo"           ,"2019-09-09"     ,"Extraviado"
1080 ,"Srta. Ana Julia das Neves"   ,     4371.27 ,"Utensílio Doméstico" ,"2020-01-29"     ,"Extraviado"
1081 ,"Ana Sophia da Rosa"          ,     3883.71 ,"Utensílio Doméstico" ,"2021-06-02"     ,"Entregue"
1083 ,"Olívia Fernandes"            ,     3537.43 ,"Ferramenta"          ,"2024-01-17"     ,"Devolvido"
1084 ,"Sr. Rhavi Camargo"           ,     4436.23 ,"Utensílio Doméstico" ,"2023-03-13"     ,"Devolvido"
1085 ,"Ana Carolina da Rosa"        ,     3801.88 ,"Brinquedo"           ,"2021-01-04"     ,"Extraviado"
1086 ,"Daniela Cavalcante"          ,     1697.13 ,"Ferramenta"          ,"2022-10-05"     ,"Entregue"
1087 ,"Aurora Azevedo"              ,     4064.32 ,"Ferramenta"          ,"2023-11-05"     ,"Em Devolução"
1088 ,"Henry Araújo"                ,     2787.95 ,"Utensílio Doméstico" ,"2021-04-23"     ,"Entregue"
1089 ,"Matteo Novais"               ,     4203.5  ,"Brinquedo"           ,"2022-02-11"     ,"Entregue"
1090 ,"Rebeca Viana"                ,     2068.9  ,"Utensílio Doméstico" ,"2022-07-05"     ,"Extraviado"
1091 ,"Helena Lima"                 ,     1649.27 ,"Brinquedo"           ,"2019-07-03"     ,"Entregue"
1092 ,"José Pedro Pacheco"          ,     3614.89 ,"Brinquedo"           ,"2023-08-30"     ,"Devolvido"
1093 ,"Evelyn Fogaça"               ,     3099.1  ,"Brinquedo"           ,"2019-09-09"     ,"Entregue"
1094 ,"Srta. Valentina Machado"     ,     3080.96 ,"Brinquedo"           ,"2023-07-07"     ,"Cancelado"
1095 ,"Dante Monteiro"              ,     1471.92 ,"Brinquedo"           ,"2021-05-21"     ,"Entregue"
1096 ,"Asafe Cunha"                 ,     2430.47 ,"Ferramenta"          ,"2022-09-27"     ,"Entregue"
1098 ,"Clarice Caldeira"            ,     4320.66 ,"Brinquedo"           ,"2024-12-06"     ,"Devolvido"
1099 ,"Clara Nunes"                 ,     4104.64 ,"Utensílio Doméstico" ,"2021-06-08"     ,"Cancelado"
1101 ,"Dr. Theo Porto"              ,     4271.07 ,"Brinquedo"           ,"2023-01-08"     ,"Entregue"
1102 ,"Vitor Hugo Pimenta"          ,     1108.11 ,"Ferramenta"          ,"2024-08-02"     ,"Devolvido"
1103 ,"Luigi Santos"                ,     1642.09 ,"Ferramenta"          ,"2024-10-09"     ,"Devolvido"
1104 ,"Dr. Arthur Miguel Moura"     ,     4558.27 ,"Brinquedo"           ,"2019-11-22"     ,"Devolvido"
1105 ,"Eduardo Garcia"              ,     3311.27 ,"Utensílio Doméstico" ,"2022-07-01"     ,"Extraviado"
1106 ,"Dra. Olivia Azevedo"         ,     3236.69 ,"Ferramenta"          ,"2023-10-19"     ,"Devolvido"
1108 ,"Kaique Albuquerque"          ,     1526.07 ,"Brinquedo"           ,"2023-07-21"     ,"Em Devolução"
1109 ,"Luísa Castro"                ,     1429.73 ,"Ferramenta"          ,"2023-10-21"     ,"Cancelado"
1110 ,"Natália Freitas"             ,     3620.65 ,"Ferramenta"          ,"2022-01-11"     ,"Devolvido"
1113 ,"Paulo Sá"                    ,     1868.44 ,"Utensílio Doméstico" ,"2020-03-27"     ,"Em Devolução"
1114 ,"Maria Vitória Mendes"        ,     1537.69 ,"Ferramenta"          ,"2024-01-27"     ,"Em Devolução"
1115 ,"Isabel Almeida"              ,     4675.39 ,"Ferramenta"          ,"2022-12-10"     ,"Em Devolução"
1116 ,"Fernando da Rosa"            ,     4299.48 ,"Utensílio Doméstico" ,"2022-01-15"     ,"Entregue"
1117 ,"Lucas Gabriel Azevedo"       ,     1583.09 ,"Ferramenta"          ,"2021-12-17"     ,"Cancelado"
1118 ,"Kevin Vargas"                ,     2132.14 ,"Brinquedo"           ,"2021-06-13"     ,"Devolvido"
1119 ,"Ana Liz Castro"              ,     4552.42 ,"Ferramenta"          ,"2022-11-05"     ,"Cancelado"
1120 ,"Isaque da Paz"               ,     4220.16 ,"Ferramenta"          ,"2023-05-18"     ,"Entregue"
1121 ,"Sr. Arthur Miguel Mendes"    ,     2447.52 ,"Utensílio Doméstico" ,"2021-07-04"     ,"Extraviado"
1122 ,"Anna Liz Rocha"              ,     2190.02 ,"Ferramenta"          ,"2023-03-11"     ,"Cancelado"
1123 ,"Dr. Arthur Miguel Pimenta"   ,     3700.28 ,"Brinquedo"           ,"2021-10-18"     ,"Em Devolução"
1124 ,"Ana Julia Brito"             ,     3171.04 ,"Ferramenta"          ,"2021-10-28"     ,"Entregue"
1126 ,"Lorenzo Caldeira"            ,     3774.36 ,"Brinquedo"           ,"2023-03-14"     ,"Extraviado"
1128 ,"Brenda Araújo"               ,     2643.12 ,"Ferramenta"          ,"2022-08-29"     ,"Extraviado"
1129 ,"Maitê Rezende"               ,     3962.61 ,"Utensílio Doméstico" ,"2019-09-30"     ,"Em Devolução"
1130 ,"Laís Viana"                  ,     2172.89 ,"Ferramenta"          ,"2024-02-04"     ,"Em Devolução"
1131 ,"Laís Souza"                  ,     4943.45 ,"Ferramenta"          ,"2024-03-26"     ,"Devolvido"
1132 ,"Camila Moreira"              ,     3907.79 ,"Ferramenta"          ,"2024-02-29"     ,"Em Devolução"
1133 ,"Arthur Miguel Viana"         ,     1856.75 ,"Brinquedo"           ,"2021-05-08"     ,"Entregue"
1134 ,"Sr. Rafael Fogaça"           ,     4524.75 ,"Ferramenta"          ,"2023-09-26"     ,"Em Devolução"
1136 ,"Vicente Rios"                ,     1115.44 ,"Brinquedo"           ,"2022-06-01"     ,"Em Devolução"
1137 ,"Ian Borges"                  ,     3154.73 ,"Brinquedo"           ,"2023-08-28"     ,"Em Devolução"
1138 ,"Sarah Sampaio"               ,     2346.2  ,"Ferramenta"          ,"2022-02-21"     ,"Devolvido"
1139 ,"Lorena Camargo"              ,     4152.23 ,"Brinquedo"           ,"2019-11-16"     ,"Devolvido"
1140 ,"Mariana Barros"              ,     4916.65 ,"Brinquedo"           ,"2024-08-12"     ,"Devolvido"
1141 ,"Ana Luiza Brito"             ,     2088.94 ,"Utensílio Doméstico" ,"2021-06-28"     ,"Extraviado"
1142 ,"Arthur Vieira"               ,     4400.52 ,"Ferramenta"          ,"2021-09-05"     ,"Cancelado"
1143 ,"Maria Vitória Alves"         ,     4184.31 ,"Ferramenta"          ,"2021-12-24"     ,"Em Devolução"
1144 ,"Dr. Bruno Fogaça"            ,     2759.76 ,"Brinquedo"           ,"2019-06-04"     ,"Entregue"
1145 ,"Sr. Luiz Felipe Ferreira"    ,     1767.08 ,"Utensílio Doméstico" ,"2020-01-25"     ,"Cancelado"
1146 ,"Luiz Otávio Barbosa"         ,     4108.78 ,"Brinquedo"           ,"2022-07-31"     ,"Devolvido"
1148 ,"Camila Souza"                ,     3942.42 ,"Ferramenta"          ,"2019-01-16"     ,"Devolvido"
1149 ,"Sr. Igor Casa Grande"        ,     1542.47 ,"Utensílio Doméstico" ,"2020-02-14"     ,"Extraviado"
1151 ,"Davi Lucca Alves"            ,     4357.59 ,"Brinquedo"           ,"2024-10-18"     ,"Entregue"
1152 ,"Dr. Renan da Rocha"          ,     1202.94 ,"Brinquedo"           ,"2020-10-11"     ,"Cancelado"
